"value","density","param","method"
-0.11623246492986,0.0297008319173851,"theta2","True posterior"
-0.108216432865732,0.0303362585033541,"theta2","True posterior"
-0.100200400801603,0.0309912448139057,"theta2","True posterior"
-0.092184368737475,0.0316665213232645,"theta2","True posterior"
-0.0841683366733468,0.0323628498949021,"theta2","True posterior"
-0.0761523046092185,0.0330810252796205,"theta2","True posterior"
-0.0681362725450902,0.0338218766908773,"theta2","True posterior"
-0.060120240480962,0.0345862694615447,"theta2","True posterior"
-0.0521042084168337,0.0353751067865201,"theta2","True posterior"
-0.0440881763527057,0.036189331555856,"theta2","True posterior"
-0.0360721442885774,0.0370299282833266,"theta2","True posterior"
-0.0280561122244491,0.0378979251356264,"theta2","True posterior"
-0.0200400801603209,0.0387943960676709,"theta2","True posterior"
-0.0120240480961926,0.0397204630697763,"theta2","True posterior"
-0.00400801603206435,0.0406772985328023,"theta2","True posterior"
0.00400801603206391,0.041666127737675,"theta2","True posterior"
0.0120240480961922,0.0426882314760509,"theta2","True posterior"
0.0200400801603204,0.0437449488092436,"theta2","True posterior"
0.0280561122244487,0.044837679972917,"theta2","True posterior"
0.036072144288577,0.0459678894354424,"theta2","True posterior"
0.0440881763527052,0.0471371091182347,"theta2","True posterior"
0.0521042084168335,0.0483469417868115,"theta2","True posterior"
0.0601202404809618,0.0495990646217769,"theta2","True posterior"
0.06813627254509,0.0508952329793961,"theta2","True posterior"
0.0761523046092183,0.0522372843519193,"theta2","True posterior"
0.0841683366733466,0.0536271425383204,"theta2","True posterior"
0.0921843687374748,0.0550668220366439,"theta2","True posterior"
0.100200400801603,0.0565584326696941,"theta2","True posterior"
0.108216432865731,0.0581041844563646,"theta2","True posterior"
0.11623246492986,0.0597063927414852,"theta2","True posterior"
0.124248496993988,0.0613674835976528,"theta2","True posterior"
0.132264529058116,0.0630899995131214,"theta2","True posterior"
0.140280561122244,0.0648766053804437,"theta2","True posterior"
0.148296593186373,0.0667300948011827,"theta2","True posterior"
0.156312625250501,0.068653396722646,"theta2","True posterior"
0.164328657314629,0.0706495824232262,"theta2","True posterior"
0.172344689378757,0.0727218728635657,"theta2","True posterior"
0.180360721442886,0.0748736464213921,"theta2","True posterior"
0.188376753507014,0.0771084470284695,"theta2","True posterior"
0.196392785571142,0.0794299927287155,"theta2","True posterior"
0.204408817635271,0.0818421846770817,"theta2","True posterior"
0.212424849699399,0.084349116599323,"theta2","True posterior"
0.220440881763527,0.0869550847332442,"theta2","True posterior"
0.228456913827655,0.0896645982724233,"theta2","True posterior"
0.236472945891784,0.0924823903337332,"theta2","True posterior"
0.244488977955912,0.0954134294702072,"theta2","True posterior"
0.25250501002004,0.0984629317509163,"theta2","True posterior"
0.260521042084168,0.101636373429478,"theta2","True posterior"
0.268537074148296,0.104939504222641,"theta2","True posterior"
0.276553106212424,0.108378361219979,"theta2","True posterior"
0.284569138276553,0.111959283445108,"theta2","True posterior"
0.292585170340681,0.115688927087969,"theta2","True posterior"
0.300601202404809,0.119574281426464,"theta2","True posterior"
0.308617234468938,0.123622685454233,"theta2","True posterior"
0.316633266533066,0.127841845229305,"theta2","True posterior"
0.324649298597194,0.132239851955956,"theta2","True posterior"
0.332665330661322,0.136825200809046,"theta2","True posterior"
0.340681362725451,0.141606810506487,"theta2","True posterior"
0.348697394789579,0.146594043631127,"theta2","True posterior"
0.356713426853707,0.151796727698163,"theta2","True posterior"
0.364729458917835,0.1572251769581,"theta2","True posterior"
0.372745490981964,0.162890214918105,"theta2","True posterior"
0.380761523046092,0.168803197556295,"theta2","True posterior"
0.38877755511022,0.174976037193815,"theta2","True posterior"
0.396793587174348,0.181421226978394,"theta2","True posterior"
0.404809619238477,0.188151865920213,"theta2","True posterior"
0.412825651302605,0.195181684406154,"theta2","True posterior"
0.420841683366733,0.202525070101662,"theta2","True posterior"
0.428857715430861,0.210197094130197,"theta2","True posterior"
0.43687374749499,0.218213537398424,"theta2","True posterior"
0.444889779559118,0.226590916910522,"theta2","True posterior"
0.452905811623246,0.235346511886958,"theta2","True posterior"
0.460921843687375,0.244498389471546,"theta2","True posterior"
0.468937875751503,0.254065429775024,"theta2","True posterior"
0.476953907815631,0.264067349963589,"theta2","True posterior"
0.484969939879759,0.27452472705615,"theta2","True posterior"
0.492985971943888,0.285459019044318,"theta2","True posterior"
0.501002004008016,0.296892583893604,"theta2","True posterior"
0.509018036072144,0.308848695922778,"theta2","True posterior"
0.517034068136272,0.321351558990004,"theta2","True posterior"
0.525050100200401,0.334426315839061,"theta2","True posterior"
0.533066132264529,0.348099052875893,"theta2","True posterior"
0.541082164328657,0.362396799554637,"theta2","True posterior"
0.549098196392785,0.377347521452506,"theta2","True posterior"
0.557114228456914,0.392980106004254,"theta2","True posterior"
0.565130260521042,0.409324339748845,"theta2","True posterior"
0.57314629258517,0.426410875813298,"theta2","True posterior"
0.581162324649299,0.444271190221296,"theta2","True posterior"
0.589178356713427,0.462937525467049,"theta2","True posterior"
0.597194388777555,0.482442819638288,"theta2","True posterior"
0.605210420841683,0.502820619206785,"theta2","True posterior"
0.613226452905812,0.524104973431029,"theta2","True posterior"
0.62124248496994,0.546330308135089,"theta2","True posterior"
0.629258517034068,0.569531276441801,"theta2","True posterior"
0.637274549098196,0.59374258384953,"theta2","True posterior"
0.645290581162325,0.618998784852946,"theta2","True posterior"
0.653306613226453,0.645334048123063,"theta2","True posterior"
0.661322645290581,0.67278188708513,"theta2","True posterior"
0.669338677354709,0.701374852570532,"theta2","True posterior"
0.677354709418837,0.731144184077719,"theta2","True posterior"
0.685370741482966,0.762119416065728,"theta2","True posterior"
0.693386773547094,0.794327935632392,"theta2","True posterior"
0.701402805611222,0.827794487909406,"theta2","True posterior"
0.70941883767535,0.862540625552074,"theta2","True posterior"
0.717434869739479,0.898584098828776,"theta2","True posterior"
0.725450901803607,0.935938183041944,"theta2","True posterior"
0.733466933867735,0.974610940359759,"theta2","True posterior"
0.741482965931863,1.01460441362831,"theta2","True posterior"
0.749498997995992,1.05591375039395,"theta2","True posterior"
0.75751503006012,1.0985262562219,"theta2","True posterior"
0.765531062124248,1.14242037748073,"theta2","True posterior"
0.773547094188376,1.18756461510398,"theta2","True posterior"
0.781563126252505,1.23391637247259,"theta2","True posterior"
0.789579158316633,1.28142074251798,"theta2","True posterior"
0.797595190380761,1.33000924145647,"theta2","True posterior"
0.805611222444889,1.37959849926063,"theta2","True posterior"
0.813627254509018,1.4300889200754,"theta2","True posterior"
0.821643286573146,1.48136332931428,"theta2","True posterior"
0.829659318637274,1.53328562812885,"theta2","True posterior"
0.837675350701403,1.58569948032669,"theta2","True posterior"
0.845691382765531,1.63842706159319,"theta2","True posterior"
0.853707414829659,1.69126790600223,"theta2","True posterior"
0.861723446893787,1.74399789020448,"theta2","True posterior"
0.869739478957916,1.7963684012485,"theta2","True posterior"
0.877755511022044,1.84810573957023,"theta2","True posterior"
0.885771543086172,1.89891081408485,"theta2","True posterior"
0.8937875751503,1.9484591912864,"theta2","True posterior"
0.901803607214429,1.99640156450394,"theta2","True posterior"
0.909819639278557,2.0423647126205,"theta2","True posterior"
0.917835671342685,2.08595301921739,"theta2","True posterior"
0.925851703406813,2.12675062279104,"theta2","True posterior"
0.933867735470942,2.16432426588823,"theta2","True posterior"
0.94188376753507,2.19822690516681,"theta2","True posterior"
0.949899799599198,2.22800213495527,"theta2","True posterior"
0.957915831663327,2.25318946330747,"theta2","True posterior"
0.965931863727455,2.27333046133961,"theta2","True posterior"
0.973947895791583,2.28797578340184,"theta2","True posterior"
0.981963927855711,2.29669302714103,"theta2","True posterior"
0.98997995991984,2.29907536873854,"theta2","True posterior"
0.997995991983968,2.29475086982717,"theta2","True posterior"
1.0060120240481,2.28339230944146,"theta2","True posterior"
1.01402805611222,2.26472734789555,"theta2","True posterior"
1.02204408817635,2.23854878126645,"theta2","True posterior"
1.03006012024048,2.20472459726761,"theta2","True posterior"
1.03807615230461,2.16320749834714,"theta2","True posterior"
1.04609218436874,2.11404351896341,"theta2","True posterior"
1.05410821643287,2.05737933473057,"theta2","True posterior"
1.06212424849699,1.99346784531962,"theta2","True posterior"
1.07014028056112,1.92267161454168,"theta2","True posterior"
1.07815631262525,1.84546377360478,"theta2","True posterior"
1.08617234468938,1.76242604021964,"theta2","True posterior"
1.09418837675351,1.67424357915248,"theta2","True posterior"
1.10220440881763,1.58169652968885,"theta2","True posterior"
1.11022044088176,1.48564815116361,"theta2","True posterior"
1.11823647294589,1.38702968592412,"theta2","True posterior"
1.12625250501002,1.28682220411363,"theta2","True posterior"
1.13426853707415,1.18603586830975,"theta2","True posterior"
1.14228456913828,1.08568722787987,"theta2","True posterior"
1.1503006012024,0.986775310678113,"theta2","True posterior"
